Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / america,Price / america,Compare At Price / america,Status
sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-02-19-19h38m27s720.jpg?v=1739977337,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-02-19-19h38m11s116-3.jpg?v=1739977329,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-02-19-19h38m19s065.jpg?v=1739977329,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3832.jpg?v=1739977321,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea-twins,Sea Twins,"<p><strong>Founder’s note :</strong><br>I wore these on a beach day and got more compliments than the number of times I put on sunscreen. They're bold, fun, and totally give tropical chic. Gifting these? So smart. Especially for that one friend who plans outfits in advance. And yes, there's a matching necklace because we believe in full commitment to the look😌</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,starfish earrings,0.0,shopify,4,deny,manual,1699.00,2899.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7756.jpg?v=1732804986,1,"",false,,,194,,adult,,,,,,,,,,teens; adults,,gold,,stainless-steel,imitation-jewelry,,,,female,,,,,,kg,,300.00,true,,,true,,,active
sea-twins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7766.jpg?v=1732804986,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,Shape Shifter,"<p><strong>Founder’s note :</strong><br>A literal shape shifter, allows you to accessorize any outfit of yours. You can style it high or low depending on your neckline—super chic, super versatile. Makes such a thoughtful (and unique!) gift. Definitely my top pick.<br></p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Title,Default Title,,,,,,,,shapeshifter,60.0,shopify,1,deny,manual,2399.00,3299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ss4.jpg?v=1747321364,1,"",false,,"A necklace which has a black circular pendant, perfect gift for an anniversary or birthday. ",,,adult,,,,,,,,,,adults,,gold,,gold,imitation-jewelry,pendant,,,female,,,,,,kg,,220.00,true,,,true,,,active
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ss2.jpg?v=1747321364,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3222.jpg?v=1747321364,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ss3.jpg?v=1747321364,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3223.jpg?v=1747321364,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ss1.jpg?v=1747321364,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3224.jpg?v=1747321364,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3226.jpg?v=1747321364,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3227.jpg?v=1747321364,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shape-shifter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3228.jpg?v=1747321364,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-love,Starry Love,"<p><strong>Founder’s note :</strong><br>Inspired by Van Gogh’s most iconic painting, this one’s for the romantics, the dreamers, the art lovers. Dreamy, meaningful, and honestly—such a romantic gift. The blue and gold swirl feels like something out of a story. Bonus: they’re adjustable, so don’t stress the size. Just surprise her. She’ll get it.</p>",outrun,Apparel & Accessories > Jewelry > Rings,ring,ring,true,Select your ring(s),Both rings,,,,,,,,Starry Love-1,40.0,shopify,5,deny,manual,1899.00,2589.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_20_2025_01_58_38_PM.png?v=1754222174,1,"",false,,"Inspired from Van Gogh's Starry Night, this ring is made for everyone not just lovers ;) and don't worry, it's resizable.",200,,adult,,,,,,,,,,adults,,gold; blue,,metal,imitation-jewelry,,band,,female; unisex; male,,,,,,kg,,,true,,,true,,,active
starry-love,,,,,,,,,Male ring,,,,,,,,Starry Love-2,40.0,shopify,5,deny,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-12-02h43m18s237.png?v=1754222174,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
starry-love,,,,,,,,,Female ring,,,,,,,,Starry Love-3,40.0,shopify,5,deny,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_20_2025_02_04_01_PM.png?v=1754222174,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
starry-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-12-02h43m31s044.png?v=1754222174,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-12-02h43m53s503.png?v=1754222174,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirly,Swirly,"<p><strong>Founder’s note :</strong><br>Swirly is a googly woogly designed earring, there i said it. Totally not your basic hoop. I love how this one adds a statement without being too in-your-face. It’s such a smart gifting piece too—stylish, lightweight, and fits everyone’s vibe.</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,Swirly,0.0,shopify,1,continue,manual,999.00,1399.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-11-02h26m31s497.jpg?v=1739973635,1,"",false,,An abstract earring which has a twisted shape. It goes with all outfits and stands out. One of the best gold earrings you can gift or buy,,,adult,,,,,,,,,,adults,,gold,stud,gold,imitation-jewelry,,,,female,,,,,,kg,,200.00,true,,,true,,,active
swirly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_3181.jpg?v=1739973613,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2024-09-19_at_9.35.35_AM_2.jpg?v=1739973575,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1982_2.heic?v=1739973575,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5187.png?v=1730328775,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swirly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_4dd2ebaa-6042-4622-80de-d06cd2f1e521.jpg?v=1726002955,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tennis-ring,Caterpillar Ring,"<p><strong>Founder’s note :</strong><br>Every time I wear this, I feel like I’ve got a trust fund. The shine is unreal, the gems are chef’s kiss, and the compliments? Non-stop. It’s adjustable, so it’s the easiest gift ever. Also...we've got matching tennis bracelets &lt;3</p>",outrun,Apparel & Accessories > Jewelry > Rings,ring,ring,true,Color,blue,product.metafields.shopify.color-pattern,,,,,,,Tennis ring - red,0.0,shopify,1,deny,manual,999.00,1111.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9119.jpg?v=1766521702,1,"",false,,,,,,,,,,,,,,,,tennis,blue; red; black; green; white; purple,,metal,imitation-jewelry,,,,female,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_9119.jpg?v=1766521702,kg,,200.00,true,,,true,,,active
tennis-ring,,,,,,,,,red,,,,,,,,Tennis ring,0.0,shopify,1,deny,manual,999.00,1111.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h29m10s671.png?v=1766521702,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h29m17s799.png?v=1766521702,kg,,200.00,,,,,,,
tennis-ring,,,,,,,,,black,,,,,,,,Tennis ring - black,0.0,shopify,1,deny,manual,999.00,1111.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h29m17s799.png?v=1766521702,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m38s369-2.jpg?v=1766521702,kg,,200.00,,,,,,,
tennis-ring,,,,,,,,,green,,,,,,,,Tennis ring - green,0.0,shopify,3,deny,manual,999.00,1111.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-16-14h43m38s369-2.jpg?v=1766521702,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,200.00,,,,,,,
tennis-ring,,,,,,,,,white,,,,,,,,Tennis ring - white,0.0,shopify,3,deny,manual,999.00,1111.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,200.00,,,,,,,
tennis-ring,,,,,,,,,purple,,,,,,,,Tennis ring - purple,0.0,shopify,3,deny,manual,999.00,1111.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,200.00,,,,,,,
thunderstruck,Thunderstruck,"<p>This gold choker necklace features a bold lightning bolt design, a flash of brilliance that electrifies any look.  More than just a trendy necklace, it's a powerful reminder to own your confidence and conquer anything that comes your way. </p>",vembley,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Title,Default Title,,,,,,,,Thunderstruck,0.0,shopify,10,deny,manual,999.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_b9b5a05a-0d4c-48d7-b213-413ca97f0d51.jpg?v=1717246550,1,"",false,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
thunderstruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_ca54b85d-308e-43e6-8b38-375383168ac5.jpg?v=1717246550,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ve-chain,VeChain,"<p><strong>Founder’s note :</strong><br>If I had a rupee for every time someone asked for this necklace, I’d not need to write this. It’s that good. Perfect for gifting, perfect for keeping, and kind of a no-brainer if you want something that always gets compliments.<br></p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Color Options,green,product.metafields.shopify.color-pattern,Necklace design,medium,product.metafields.shopify.necklace-design,,,,,60.0,shopify,1,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_Apr_21_2025_11_07_57_PM.png?v=1745260814,1,"",false,,"Bestseller for a reason ;) V shape necklace, best for gifting and wearing. It features a snake chain. Green V shaped necklace, white v shape necklace, black v shape necklace. ",,,adult,,,FALSE,,,,,,FALSE,adults,,green; white; black,,gold; titanium; metal,imitation-jewelry,medium; chain; pendant,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_Apr_21_2025_11_07_57_PM.png?v=1745260814,kg,,140.00,true,,,true,,,active
ve-chain,,,,,,,,,green,,,chain,,,,,Vechain-green-small,60.0,shopify,0,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_Apr_22_2025_01_48_11_AM.png?v=1745266873,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m30s971.png?v=1745266873,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,green,,,pendant,,,,,Vechain-green-large,10.0,shopify,1,deny,manual,999.00,2199.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_6ea1d9ea-c712-4407-bfac-0ea9a8abf22c.jpg?v=1745266873,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1352.jpg?v=1745266873,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,white,,,medium,,,,,,60.0,shopify,2,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m30s971.png?v=1745266873,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_Apr_22_2025_01_48_11_AM.png?v=1745266873,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,white,,,chain,,,,,Vechain-white-small,60.0,shopify,0,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5228.png?v=1745266873,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,white,,,pendant,,,,,Vechain-white-large,10.0,shopify,0,deny,manual,999.00,3122.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5029_1.jpg?v=1745266873,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1338.jpg?v=1745266873,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,black,,,medium,,,,,,60.0,shopify,0,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5261.png?v=1745266873,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_19_2025_10_50_26_PM.png?v=1747676245,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,black,,,chain,,,,,Vechain-black-small,60.0,shopify,0,deny,manual,999.00,1999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_9d0681dd-fec0-4e5f-86f8-b78079c10652.jpg?v=1745266873,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_19_2025_10_50_26_PM.png?v=1747676245,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,black,,,pendant,,,,,Vechain-black-large,10.0,shopify,0,deny,manual,999.00,2199.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-03h29m42s627.png?v=1745266873,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_19_2025_10_50_26_PM.png?v=1747676245,kg,,140.00,,,,,,,
ve-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1338.jpg?v=1745266873,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ve-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1352.jpg?v=1745266873,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ve-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/ChatGPT_Image_May_19_2025_10_50_26_PM.png?v=1747676245,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
void,Void,"<p><strong>Founder’s note :</strong><br>It’s a black circle—simple. It’s for the days that feel blank, when the world is too loud and your heart is too quiet. When you’re not happy, not sad—just… floating. It doesn’t fix anything. But it sits with you. And that in itself is something. Makes a powerful gift for someone going through something—a soft kind of support. I’ve worn this one on hard days.</p>",Strawb,Apparel & Accessories > Jewelry > Charms & Pendants,pendant,pendant,true,Title,Default Title,,,,,,,,void,60.0,shopify,0,deny,manual,1399.00,2299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1880.jpg?v=1745089488,1,"",false,,"The perfect Black Pendant Necklace in Gold, a Unique Gift for Women. Minimal yet meaningful. A black circle pendant on a gold chain—designed for quiet strength. A comforting gift for tough days, birthdays or anniversaries.",192,,adult,,,,,,,,,,adults,,gold; black,,gold,imitation-jewelry,pendant,,,female; unisex; male,,,,,,kg,,120.00,true,,,true,,,active
void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1882.jpg?v=1745089489,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1885.jpg?v=1745089488,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-set,White Set,<p>Not being racist here but white goes with everything</p>,Strawb,Apparel & Accessories > Jewelry > Necklaces,set,set,false,Title,Default Title,,,,,,,,White Set,0.0,shopify,20,deny,manual,1999.00,2699.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/Express-collage_1.png?v=1728068006,1,"",false,,,196,,,,,,,,,,,,,,gold; white,,gold,imitation-jewelry,pendant,,,unisex,,,,,,kg,,,true,,,true,,,draft
white-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/Screenshot2024-10-04at20-58-58VeChain_Strawb.png?v=1728056054,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-30-04h36m06s240.png?v=1727651270,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-10-04-21h03m14s468.png?v=1728056208,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-10-04-21h04m00s433.png?v=1728056181,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worly,Worly,"<p><strong>Founder’s note :</strong><br>Same DNA as <a href=""https://strawb.in/products/swirly"" target=""_blank"" rel=""noopener"">Swirly</a>, but with a lil extra twist—literally. This earring is all kinds of abstract and fun. Makes a great gift for someone who loves the unexpected. Feels cool, looks cooler. I wear this all the time. It looks like a sculpture ykwim. Compliments guaranteed.</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,worly,40.0,shopify,1,deny,manual,699.00,999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7879.jpg?v=1753033466,1,"",false,,"Abstract Twisted Gold Hoop Earrings, Sculptural Statement Jewelry. These sculptural gold hoop earrings twist with personality—abstract, light, and guaranteed to get compliments. Wear them on repeat. Lightweight and gifting-ready.",,,adult,,,,,,,,,,adults,,gold,stud; hoop; dangle,metal,imitation-jewelry,,,,female,sakura; bamboo-bangle,,,,,kg,,120.00,true,,,true,,,active
worly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7905.jpg?v=1753033466,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8020.jpg?v=1753033466,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_7904_84722192-dec2-4365-8f69-57df6eaf412f.jpg?v=1753033262,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
